22.22,0.38
22.31,0.82
22.39,1.79
22.47,6.09
22.55,-7.97
22.63,-2.56
22.72,-1.44
22.80,-0.88
22.88,-0.50
22.96,-0.22
23.04,0.02
23.13,0.21
23.21,0.36
23.29,0.49
23.37,0.58
23.45,0.64
23.54,0.67
23.62,0.66
23.70,0.62
23.78,0.55
23.86,0.44
23.95,0.31
24.03,0.14
24.11,-0.07
24.19,-0.32
24.27,-0.63
24.36,-1.06
24.44,-1.75
24.52,-3.45
24.60,-43.52
24.68,3.40
24.77,1.31
24.85,0.62
24.93,0.27
25.01,0.09
25.09,0.01
25.18,0.01
25.26,0.10
25.34,0.29
25.42,0.65
25.50,1.38
25.59,3.71
25.67,-23.93
25.75,-3.25
25.83,-1.69
25.91,-1.02
26.00,-0.61
26.08,-0.30
26.16,-0.05
26.24,0.15
26.32,0.32
26.41,0.45
26.49,0.55
26.57,0.62
26.65,0.66
26.73,0.66
26.82,0.64
26.90,0.57
26.98,0.48
27.06,0.35
27.14,0.19
27.23,0.00
27.31,-0.23
27.39,-0.52
27.47,-0.91
27.55,-1.49
27.64,-2.69
27.72,-9.32
27.80,5.37
27.88,1.69
27.96,0.78
28.05,0.36
28.13,0.13
28.21,0.02
28.29,0.00
28.37,0.06
28.46,0.22
28.54,0.51
28.62,1.09
28.70,2.58
28.78,21.76
28.87,-4.41
28.95,-2.00
29.03,-1.19
29.11,-0.72
29.19,-0.38
29.28,-0.12
29.36,0.09
29.44,0.27
29.52,0.41
29.60,0.53
29.69,0.61
29.77,0.65
29.85,0.67
29.93,0.65
30.02,0.60
30.10,0.51
30.18,0.40
30.26,0.25
30.34,0.06
30.43,-0.16
30.51,-0.43
30.59,-0.78
30.67,-1.27
30.75,-2.19
30.84,-5.29
30.92,11.29
31.00,2.23
31.08,0.98
31.16,0.46
31.25,0.19
31.33,0.05
31.41,0.00
31.49,0.03
31.57,0.16
31.66,0.40
31.74,0.86
31.82,1.91
31.90,7.14
31.98,-6.88
32.07,-2.43
32.15,-1.38
32.23,-0.84
32.31,-0.48
32.39,-0.20
32.48,0.03
32.56,0.22
32.64,0.37
32.72,0.50
32.80,0.58
32.89,0.64
32.97,0.67
33.05,0.66
33.13,0.62
33.21,0.54
33.30,0.44
33.38,0.30
33.46,0.12
33.54,-0.08
33.62,-0.34
33.71,-0.66
33.79,-1.10
33.87,-1.82
33.95,-3.70
34.03,-558.62
34.12,3.10
34.20,1.24
34.28,0.58
34.36,0.25
34.44,0.08
34.53,0.01
34.61,0.02
34.69,0.11
34.77,0.31
34.85,0.69
34.94,1.47
35.02,4.12
35.10,-16.00
35.18,-3.05
35.26,-1.62
35.35,-0.98
35.43,-0.58
35.51,-0.28
35.59,-0.03
35.67,0.17
35.76,0.33
35.84,0.46
35.92,0.56
36.00,0.63
36.08,0.66
36.17,0.66
36.25,0.63
36.33,0.57
36.41,0.47
36.49,0.34
36.58,0.18
36.66,-0.02
36.74,-0.25
36.82,-0.55
36.90,-0.94
36.99,-1.55
37.07,-2.84
37.15,-11.49
37.23,4.73
37.31,1.58
37.40,0.73
37.48,0.34
37.56,0.12
37.64,0.02
37.72,0.00
37.81,0.07
37.89,0.23
37.97,0.54
38.05,1.15
38.13,2.80
38.22,41.56
38.30,-4.06
38.38,-1.92
38.46,-1.14
38.54,-0.69
38.63,-0.36
38.71,-0.10
38.79,0.11
38.87,0.28
38.95,0.42
39.04,0.53
39.12,0.61
39.20,0.65
39.28,0.67
39.36,0.65
39.45,0.59
39.53,0.50
39.61,0.39
39.69,0.23
39.77,0.05
39.86,-0.17
39.94,-0.45
40.02,-0.81
40.10,-1.32
40.18,-2.29
40.27,-5.91
40.35,8.96
40.43,2.08
40.51,0.92
40.59,0.43
40.68,0.17
40.76,0.04
40.84,0.00
40.92,0.04
41.00,0.17
41.09,0.43
41.17,0.91
41.25,2.05
41.33,8.59
41.41,-6.05
41.50,-2.31
41.58,-1.33
41.66,-0.81
41.74,-0.45
41.82,-0.18
41.91,0.05
41.99,0.23
42.07,0.38
42.15,0.50
42.23,0.59
42.32,0.64
42.40,0.67
42.48,0.66
42.56,0.61
42.64,0.53
42.73,0.43
42.81,0.29
42.89,0.11
42.97,-0.10
43.05,-0.36
43.14,-0.68
43.22,-1.14
43.30,-1.90
43.38,-4.00
43.46,50.77
43.55,2.84
43.63,1.17
43.71,0.55
43.79,0.24
43.87,0.07
43.96,0.00
44.04,0.02
44.12,0.12
44.20,0.33
44.28,0.73
44.37,1.56
44.45,4.61
44.53,-12.05
44.61,-2.88
44.69,-1.56
44.78,-0.95
44.86,-0.55
44.94,-0.26
45.02,-0.02
45.10,0.18
45.19,0.34
45.27,0.47
45.35,0.57
45.43,0.63
45.51,0.66
45.60,0.66
45.68,0.63
45.76,0.56
45.84,0.46
45.92,0.33
46.01,0.17
46.09,-0.03
46.17,-0.27
46.25,-0.57
46.33,-0.98
46.42,-1.61
46.50,-3.02
46.58,-15.01
46.66,4.21
46.74,1.49
46.83,0.69
46.91,0.31
46.99,0.11
47.07,0.02
47.15,0.01
47.24,0.08
47.32,0.25
47.40,0.58
47.48,1.22
47.56,3.05
47.65,398.44
47.73,-3.76
47.81,-1.84
47.89,-1.10
47.97,-0.66
48.06,-0.34
48.14,-0.09
48.22,0.12
48.30,0.29
48.38,0.43
48.47,0.54
48.55,0.61
48.63,0.66
48.71,0.67
48.79,0.64
48.88,0.59
48.96,0.50
49.04,0.38
49.12,0.22
49.20,0.03
49.29,-0.19
49.37,-0.47
49.45,-0.84
49.53,-1.37
49.61,-2.41
49.70,-6.69
49.78,7.40
49.86,1.94
49.94,0.87
50.03,0.41
50.11,0.16
50.19,0.04
50.27,0.00
50.35,0.05
50.44,0.19
50.52,0.45
50.60,0.97
50.68,2.20
50.76,10.73
50.85,-5.40
50.93,-2.21
51.01,-1.28
51.09,-0.78
51.17,-0.43
51.26,-0.16
51.34,0.06
51.42,0.24
51.50,0.39
51.58,0.51
51.67,0.60
51.75,0.65
51.83,0.67
51.91,0.65
51.99,0.61
52.08,0.53
52.16,0.42
52.24,0.27
52.32,0.10
52.40,-0.12
52.49,-0.38
52.57,-0.71
52.65,-1.18
52.73,-1.99
52.81,-4.34
52.90,24.09
52.98,2.62
53.06,1.10
53.14,0.52
53.22,0.22
53.31,0.06
53.39,0.00
53.47,0.02
53.55,0.13
53.63,0.35
53.72,0.77
53.80,1.66
53.88,5.22
53.96,-9.68
54.04,-2.72
54.13,-1.50
54.21,-0.91
54.29,-0.53
54.37,-0.24
54.45,-0.00
54.54,0.19
54.62,0.35
54.70,0.48
54.78,0.57
54.86,0.63
54.95,0.66
55.03,0.66
55.11,0.62
55.19,0.56
55.27,0.45
55.36,0.32
55.44,0.15
55.52,-0.05
55.60,-0.29
55.68,-0.60
55.77,-1.01
55.85,-1.67
55.93,-3.21
56.01,-21.75
56.09,3.79
56.18,1.40
56.26,0.66
56.34,0.29
56.42,0.10
56.50,0.01
56.59,0.01
56.67,0.09
56.75,0.27
56.83,0.61
56.91,1.29
57.00,3.33
57.08,-53.38
57.16,-3.50
57.24,-1.76
57.32,-1.06
57.41,-0.63
57.49,-0.32
57.57,-0.07
57.65,0.14
57.73,0.31
57.82,0.44
57.90,0.55
57.98,0.62
58.06,0.66
58.14,0.67
58.23,0.64
58.31,0.58
58.39,0.49
58.47,0.37
58.55,0.21
58.64,0.02
58.72,-0.21
58.80,-0.50
58.88,-0.87
58.96,-1.43
59.05,-2.53
59.13,-7.73
59.21,6.28
59.29,1.81
59.37,0.83
59.46,0.38
59.54,0.15
59.62,0.03
59.70,0.00
59.78,0.05
59.87,0.20
59.95,0.48
60.03,1.02
60.11,2.37
60.19,14.19
60.28,-4.88
60.36,-2.11
60.44,-1.24
60.52,-0.75
60.60,-0.41
60.69,-0.14
60.77,0.08
60.85,0.26
60.93,0.40
61.01,0.52
61.10,0.60
61.18,0.65
61.26,0.67
61.34,0.65
61.42,0.60
61.51,0.52
61.59,0.41
61.67,0.26
61.75,0.08
61.83,-0.14
61.92,-0.40
62.00,-0.74
62.08,-1.22
62.16,-2.08
62.24,-4.74
62.33,15.70
62.41,2.42
62.49,1.04
62.57,0.49
62.65,0.21
62.74,0.06
62.82,0.00
62.90,0.03
62.98,0.14
63.06,0.38
63.15,0.81
63.23,1.78
63.31,6.00
63.39,-8.10
63.47,-2.57
63.56,-1.44
63.64,-0.88
63.72,-0.50
63.80,-0.22
63.88,0.01
63.97,0.21
64.05,0.36
64.13,0.49
64.21,0.58
64.29,0.64
64.38,0.66
64.46,0.66
64.54,0.62
64.62,0.55
64.70,0.45
64.79,0.31
64.87,0.14
64.95,-0.06
65.03,-0.31
65.11,-0.63
65.20,-1.05
65.28,-1.74
65.36,-3.43
65.44,-39.85
65.52,3.43
65.61,1.32
65.69,0.62
65.77,0.28
65.85,0.09
65.93,0.01
66.02,0.01
66.10,0.10
66.18,0.29
66.26,0.64
66.34,1.37
66.43,3.67
66.51,-25.19
66.59,-3.27
66.67,-1.69
66.75,-1.03
66.84,-0.61
66.92,-0.30
67.00,-0.05
67.08,0.15
67.16,0.32
67.25,0.45
67.33,0.55
67.41,0.62
67.49,0.66
67.57,0.66
67.66,0.64
67.74,0.57
67.82,0.48
67.90,0.35
67.98,0.20
68.07,0.00
68.15,-0.23
68.23,-0.52
68.31,-0.90
68.39,-1.48
68.48,-2.67
68.56,-9.14
68.64,5.44
68.72,1.70
68.80,0.78
68.89,0.36
68.97,0.14
69.05,0.02
69.13,0.00
69.21,0.06
69.30,0.22
69.38,0.51
69.46,1.08
69.54,2.56
69.62,20.76
69.71,-4.45
69.79,-2.01
69.87,-1.19
69.95,-0.72
70.04,-0.39
70.12,-0.12
70.20,0.09
70.28,0.27
70.36,0.41
70.45,0.53
70.53,0.61
70.61,0.65
70.69,0.67
70.77,0.65
70.86,0.60
70.94,0.51
71.02,0.40
71.10,0.25
71.18,0.07
71.27,-0.15
71.35,-0.42
71.43,-0.77
71.51,-1.27
71.59,-2.18
71.68,-5.23
71.76,11.59
71.84,2.25
71.92,0.98
72.00,0.46
72.09,0.19
72.17,0.05
72.25,0.00
72.33,0.03
72.41,0.16
72.50,0.40
72.58,0.86
72.66,1.90
72.74,7.02
72.82,-6.97
72.91,-2.44
72.99,-1.39
73.07,-0.85
73.15,-0.48
73.23,-0.20
73.32,0.03
73.40,0.22
73.48,0.37
73.56,0.49
73.64,0.58
73.73,0.64
73.81,0.67
73.89,0.66
73.97,0.62
74.05,0.54
74.14,0.44
74.22,0.30
74.30,0.13
74.38,-0.08
74.46,-0.34
74.55,-0.65
74.63,-1.09
74.71,-1.82
74.79,-3.68
74.87,-254.10
74.96,3.13
75.04,1.24
75.12,0.59
75.20,0.26
75.28,0.08
75.37,0.01
75.45,0.01
75.53,0.11
75.61,0.31
75.69,0.68
75.78,1.46
75.86,4.07
75.94,-16.55
76.02,-3.07
76.10,-1.63
76.19,-0.99
76.27,-0.58
76.35,-0.28
76.43,-0.04
76.51,0.16
76.60,0.33
76.68,0.46
76.76,0.56
76.84,0.63
76.92,0.66
77.01,0.66
77.09,0.63
77.17,0.57
77.25,0.47
77.33,0.34
77.42,0.18
77.50,-0.01
77.58,-0.25
77.66,-0.55
77.74,-0.94
77.83,-1.54
77.91,-2.83
77.99,-11.22
78.07,4.78
78.15,1.59
78.24,0.74
78.32,0.34
78.40,0.12
78.48,0.02
78.56,0.00
78.65,0.07
78.73,0.23
78.81,0.54
78.89,1.15
78.97,2.77
79.06,38.10
79.14,-4.09
79.22,-1.93
79.30,-1.15
79.38,-0.69
79.47,-0.37
79.55,-0.11
79.63,0.11
79.71,0.28
79.79,0.42
79.88,0.53
79.96,0.61
80.04,0.65
80.12,0.67
80.20,0.65
80.29,0.59
80.37,0.51
80.45,0.39
80.53,0.24
80.61,0.05
80.70,-0.17
80.78,-0.45
80.86,-0.80
80.94,-1.32
81.02,-2.28
81.11,-5.84
81.19,9.15
81.27,2.09
81.35,0.93
81.43,0.43
81.52,0.18
81.60,0.04
81.68,0.00
81.76,0.04
81.84,0.17
81.93,0.42
82.01,0.91
82.09,2.03
82.17,8.42
82.25,-6.12
82.34,-2.33
82.42,-1.34
82.50,-0.82
82.58,-0.46
82.66,-0.18
82.75,0.04
82.83,0.23
82.91,0.38
82.99,0.50
83.07,0.59
83.16,0.64
83.24,0.67
83.32,0.66
83.40,0.61
83.48,0.54
83.57,0.43
83.65,0.29
83.73,0.11
83.81,-0.10
83.89,-0.36
83.98,-0.68
84.06,-1.13
84.14,-1.89
84.22,-3.97
84.30,57.08
84.39,2.87
84.47,1.17
84.55,0.55
84.63,0.24
84.71,0.07
84.80,0.00
84.88,0.02
84.96,0.12
85.04,0.33
85.12,0.72
85.21,1.55
85.29,4.56
85.37,-12.36
85.45,-2.89
85.53,-1.56
85.62,-0.95
85.70,-0.56
85.78,-0.26
85.86,-0.02
85.94,0.18
86.03,0.34
86.11,0.47
86.19,0.57
86.27,0.63
86.35,0.66
86.44,0.66
86.52,0.63
86.60,0.56
86.68,0.46
86.76,0.33
86.85,0.17
86.93,-0.03
87.01,-0.27
87.09,-0.57
87.17,-0.97
87.26,-1.60
87.34,-3.00
87.42,-14.56
87.50,4.26
87.58,1.50
87.67,0.70
87.75,0.32
87.83,0.11
87.91,0.02
87.99,0.01
88.08,0.08
88.16,0.25
88.24,0.57
88.32,1.21
88.40,3.02
88.49,214.39
88.57,-3.79
88.65,-1.85
88.73,-1.11
88.81,-0.66
88.90,-0.34
88.98,-0.09
89.06,0.12
89.14,0.29
89.22,0.43
89.31,0.54
89.39,0.61
89.47,0.66
89.55,0.67
89.63,0.64
89.72,0.59
89.80,0.50
89.88,0.38
89.96,0.22
90.05,0.04
90.13,-0.19
90.21,-0.47
90.29,-0.83
90.37,-1.37
90.46,-2.40
90.54,-6.60
90.62,7.53
90.70,1.95
90.78,0.88
90.87,0.41
90.95,0.16
91.03,0.04
91.11,0.00
91.19,0.05
91.28,0.18
91.36,0.45
91.44,0.96
91.52,2.18
91.60,10.47
91.69,-5.46
91.77,-2.22
91.85,-1.29
91.93,-0.78
92.01,-0.43
92.10,-0.16
92.18,0.06
92.26,0.24
92.34,0.39
92.42,0.51
92.51,0.59
92.59,0.65
92.67,0.67
92.75,0.65
92.83,0.61
92.92,0.53
93.00,0.42
93.08,0.27
93.16,0.10
93.24,-0.12
93.33,-0.38
93.41,-0.71
93.49,-1.17
93.57,-1.98
93.65,-4.30
93.74,25.44
93.82,2.64
93.90,1.11
93.98,0.52
94.06,0.22
94.15,0.06
94.23,0.00
94.31,0.02
94.39,0.13
94.47,0.35
94.56,0.76
94.64,1.65
94.72,5.16
94.80,-9.88
94.88,-2.73
94.97,-1.50
95.05,-0.92
95.13,-0.53
95.21,-0.24
95.29,-0.00
95.38,0.19
95.46,0.35
95.54,0.48
95.62,0.57
95.70,0.63
95.79,0.66
95.87,0.66
95.95,0.62
96.03,0.56
96.11,0.46
96.20,0.32
96.28,0.16
96.36,-0.05
96.44,-0.29
96.52,-0.60
96.61,-1.01
96.69,-1.67
96.77,-3.19
96.85,-20.80
96.93,3.82
97.02,1.41
97.10,0.66
97.18,0.30
97.26,0.10
97.34,0.01
97.43,0.01
97.51,0.09
97.59,0.27
97.67,0.61
97.75,1.29
97.84,3.30
97.92,-60.21
98.00,-3.52
98.08,-1.77
98.16,-1.07
98.25,-0.64
98.33,-0.32
98.41,-0.07
98.49,0.13
98.57,0.30
98.66,0.44
98.74,0.55
98.82,0.62
98.90,0.66
98.98,0.67
99.07,0.64
99.15,0.58
99.23,0.49
99.31,0.37
99.39,0.21
99.48,0.02
99.56,-0.21
99.64,-0.49
99.72,-0.87
99.80,-1.42
99.89,-2.52
99.97,-7.61
100.05,6.38
100.13,1.82
100.21,0.83
100.30,0.39
100.38,0.15
100.46,0.03
100.54,0.00
100.62,0.05
100.71,0.20
100.79,0.48
100.87,1.02
100.95,2.35
101.03,13.75
101.12,-4.93
101.20,-2.12
101.28,-1.24
101.36,-0.75
101.44,-0.41
101.53,-0.14
101.61,0.08
101.69,0.26
101.77,0.40
101.85,0.52
101.94,0.60
102.02,0.65
102.10,0.67
102.18,0.65
102.26,0.60
102.35,0.52
102.43,0.41
102.51,0.26
102.59,0.08
102.67,-0.13
102.76,-0.40
102.84,-0.74
102.92,-1.22
103.00,-2.07
103.08,-4.70
103.17,16.27
103.25,2.44
103.33,1.04
103.41,0.49
103.49,0.21
103.58,0.06
103.66,0.00
103.74,0.03
103.82,0.14
103.90,0.37
103.99,0.81
104.07,1.76
104.15,5.91
104.23,-8.24
104.31,-2.59
104.40,-1.45
104.48,-0.88
104.56,-0.51
104.64,-0.22
104.72,0.01
104.81,0.20
104.89,0.36
104.97,0.49
105.05,0.58
105.13,0.64
105.22,0.66
105.30,0.66
105.38,0.62
105.46,0.55
105.54,0.45
105.63,0.31
105.71,0.14
105.79,-0.06
105.87,-0.31
105.95,-0.62
106.04,-1.05
106.12,-1.74
106.20,-3.40
106.28,-36.76
106.36,3.46
106.45,1.33
106.53,0.62
106.61,0.28
106.69,0.09
106.77,0.01
106.86,0.01
106.94,0.10
107.02,0.29
107.10,0.64
107.18,1.37
107.27,3.64
107.35,-26.59
107.43,-3.29
107.51,-1.70
107.59,-1.03
107.68,-0.61
107.76,-0.30
107.84,-0.05
107.92,0.15
108.00,0.32
108.09,0.45
108.17,0.55
108.25,0.62
108.33,0.66
108.41,0.66
108.50,0.64
108.58,0.58
108.66,0.48
108.74,0.36
108.82,0.20
108.91,0.00
108.99,-0.23
109.07,-0.52
109.15,-0.90
109.23,-1.48
109.32,-2.66
109.40,-8.98
109.48,5.51
109.56,1.71
109.64,0.78
109.73,0.36
109.81,0.14
109.89,0.03
109.97,0.00
110.06,0.06
110.14,0.21
110.22,0.51
110.30,1.07
110.38,2.54
110.47,19.84
110.55,-4.49
110.63,-2.02
110.71,-1.20
110.79,-0.72
110.88,-0.39
110.96,-0.13
111.04,0.09
111.12,0.27
111.20,0.41
111.29,0.52
111.37,0.60
111.45,0.65
111.53,0.67
111.61,0.65
111.70,0.60
111.78,0.51
111.86,0.40
111.94,0.25
112.02,0.07
112.11,-0.15
112.19,-0.42
112.27,-0.77
112.35,-1.26
112.43,-2.17
112.52,-5.18
112.60,11.91
112.68,2.27
112.76,0.99
112.84,0.46
112.93,0.19
113.01,0.05
113.09,0.00
113.17,0.03
113.25,0.16
113.34,0.40
113.42,0.85
113.50,1.89
113.58,6.91
113.66,-7.07
113.75,-2.46
113.83,-1.39
113.91,-0.85
113.99,-0.48
114.07,-0.20
114.16,0.03
114.24,0.22
114.32,0.37
114.40,0.49
114.48,0.58
114.57,0.64
114.65,0.67
114.73,0.66
114.81,0.62
114.89,0.54
114.98,0.44
115.06,0.30
115.14,0.13
115.22,-0.08
115.30,-0.33
115.39,-0.65
115.47,-1.09
115.55,-1.81
115.63,-3.65
115.71,-164.53
115.80,3.16
115.88,1.25
115.96,0.59
116.04,0.26
116.12,0.08
116.21,0.01
116.29,0.01
116.37,0.11
116.45,0.31
116.53,0.68
116.62,1.45
116.70,4.03
116.78,-17.14
116.86,-3.09
116.94,-1.63
117.03,-0.99
117.11,-0.58
117.19,-0.28
117.27,-0.04
117.35,0.16
117.44,0.33
117.52,0.46
117.60,0.56
117.68,0.63
117.76,0.66
117.85,0.66
117.93,0.63
118.01,0.57
118.09,0.47
118.17,0.35
118.26,0.18
118.34,-0.01
118.42,-0.25
118.50,-0.54
118.58,-0.93
118.67,-1.53
118.75,-2.81
118.83,-10.97
118.91,4.84
118.99,1.60
119.08,0.74
119.16,0.34
119.24,0.12
119.32,0.02
119.40,0.00
119.49,0.07
119.57,0.23
119.65,0.54
119.73,1.14
119.81,2.75
119.90,35.16
119.98,-4.13
120.06,-1.94
120.14,-1.15
120.22,-0.70
120.31,-0.37
120.39,-0.11
120.47,0.10
120.55,0.28
120.63,0.42
120.72,0.53
120.80,0.61
120.88,0.65
120.96,0.67
121.04,0.65
121.13,0.59
121.21,0.51
121.29,0.39
121.37,0.24
121.45,0.05
121.54,-0.17
121.62,-0.45
121.70,-0.80
121.78,-1.31
121.86,-2.27
121.95,-5.77
122.03,9.35
122.11,2.11
122.19,0.93
122.27,0.44
122.36,0.18
122.44,0.04
122.52,0.00
122.60,0.04
122.68,0.17
122.77,0.42
122.85,0.90
122.93,2.02
123.01,8.26
123.09,-6.20
123.18,-2.34
123.26,-1.34
123.34,-0.82
123.42,-0.46
123.50,-0.18
123.59,0.04
123.67,0.23
123.75,0.38
123.83,0.50
123.91,0.59
124.00,0.64
124.08,0.67
124.16,0.66
124.24,0.61
124.32,0.54
124.41,0.43
124.49,0.29
124.57,0.11
124.65,-0.10
124.73,-0.35
124.82,-0.68
124.90,-1.13
124.98,-1.89
125.06,-3.93
125.14,65.16
125.23,2.89
125.31,1.18
125.39,0.56
125.47,0.24
125.55,0.07
125.64,0.00
125.72,0.02
125.80,0.12
125.88,0.33
125.96,0.72
126.05,1.54
126.13,4.50
126.21,-12.68
126.29,-2.91
126.37,-1.57
126.46,-0.96
126.54,-0.56
126.62,-0.26
126.70,-0.02
126.78,0.18
126.87,0.34
126.95,0.47
127.03,0.57
127.11,0.63
127.19,0.66
127.28,0.66
127.36,0.63
127.44,0.56
127.52,0.46
127.60,0.33
127.69,0.17
127.77,-0.03
127.85,-0.27
127.93,-0.57
128.01,-0.97
128.10,-1.60
128.18,-2.98
128.26,-14.13
128.34,4.31
128.42,1.51
128.51,0.70
128.59,0.32
128.67,0.11
128.75,0.02
128.83,0.01
128.92,0.08
129.00,0.25
129.08,0.57
129.16,1.21
129.24,2.99
129.33,146.58
129.41,-3.82
129.49,-1.85
129.57,-1.11
129.65,-0.67
129.74,-0.35
129.82,-0.09
129.90,0.12
129.98,0.29
130.07,0.43
130.15,0.54
130.23,0.61
130.31,0.66
130.39,0.67
130.48,0.64
130.56,0.59
130.64,0.50
130.72,0.38
130.80,0.22
130.89,0.04
130.97,-0.19
131.05,-0.47
131.13,-0.83
131.21,-1.36
131.30,-2.38
131.38,-6.52
131.46,7.67
131.54,1.97
131.62,0.88
131.71,0.41
131.79,0.16
131.87,0.04
131.95,0.00
132.03,0.05
132.12,0.18
132.20,0.45
132.28,0.95
132.36,2.17
132.44,10.22
132.53,-5.52
132.61,-2.23
132.69,-1.29
132.77,-0.79
132.85,-0.44
132.94,-0.16
133.02,0.06
133.10,0.24
133.18,0.39
133.26,0.51
133.35,0.59
133.43,0.65
133.51,0.67
133.59,0.65
133.67,0.61
133.76,0.53
133.84,0.42
133.92,0.28
134.00,0.10
134.08,-0.11
134.17,-0.38
134.25,-0.71
134.33,-1.17
134.41,-1.97
134.49,-4.27
134.58,26.96
134.66,2.66
134.74,1.11
134.82,0.53
134.90,0.22
134.99,0.07
135.07,0.00
135.15,0.02
135.23,0.13
135.31,0.35
135.40,0.76
135.48,1.64
135.56,5.09
135.64,-10.08
135.72,-2.75
135.81,-1.51
135.89,-0.92
135.97,-0.53
136.05,-0.24
136.13,-0.01
136.22,0.19
136.30,0.35
136.38,0.48
136.46,0.57
136.54,0.63
136.63,0.66
136.71,0.66
136.79,0.63
136.87,0.56
136.95,0.46
137.04,0.32
137.12,0.16
137.20,-0.04
137.28,-0.29
137.36,-0.60
137.45,-1.01
137.53,-1.66
137.61,-3.17
